1-я_пер;2-я_пер;3-я_пер;4-я_пер;5-я_пер
0.624957010586513;-0.532413650944363;1.24980488180881;1.33123648993205;1.67905000125756
0.115578586701304;-1.19365722639486;-0.616702209299547;2.94450728688389;-0.205887999982224
-0.459474449598929;0.358550096279941;0.0558338797418401;-1.28585952552385;-1.96267137653194
0.825423285277793;0.807699507276993;0.0988825377135072;0.330543343807221;-0.732970875105821
0.397084249925683;0.403631474910071;-0.0911973074835259;-0.74897570812027;-2.52603058470413
-1.27285375128849;-1.26583472592756;1.9974322640337;2.28978024097159;0.649795310891932
0.0952695700107142;-0.770621682022465;0.690299657435389;0.0699378688295837;-0.799038843979361
-0.663558239466511;-1.77369656739756;1.20401637104806;-0.108111635199748;0.661651711197919
-0.42522287913016;-0.509893425260088;-0.356103555532172;-0.640659436612623;1.90277205547317
-0.613929387327516;0.254516407949268;1.20829099614639;0.950719822867541;-0.876630110724363
-0.626259861746802;1.19960532174445;-1.92816514754667;-0.00776481101638637;-0.805794115876778
0.721709056961117;-0.451243522547884;0.109573647932848;1.74774868355598;0.481435336041613
0.1141916072811;-0.0350053142028628;0.54248971537163;0.235361312661553;0.740698169465759
0.787510998634389;-0.194570475287037;-2.41896486841142;0.335232925863238;-0.0232193997362629
0.327797806676244;1.03447746369056;-0.162235664902255;1.94869244296569;0.971112967818044
-0.752627329347888;-0.158361217472702;-0.692730282025877;-0.831678335089236;0.199172518478008
-2.07854100153781;0.0579802872380242;-0.120893446364789;-1.28115061670541;-1.44505520438543
-0.742209067539079;0.0824434209789615;0.908878519112477;-0.341308350471081;-2.01751390704885
-1.19287733468809;-0.616794295638101;-1.04590981209185;-1.4684883353766;-0.211907718039583
-1.04670334621915;0.915604232432088;-0.844829628476873;-0.304876266454812;1.08078438643133
1.3843055057805;-1.55811903823633;0.790644207881996;-0.342524799634703;-0.878428636497119
-2.69596057478338;-0.640845883026486;-0.733971319277771;-1.40843894769205;0.813010956335347
0.75720436143456;-0.547724994248711;-0.37992549550836;0.879554136190563;0.306239371639094
0.961838395596715;-0.90345793068991;1.57270278577926;-0.216525677387835;0.494619598612189
-0.0720092430128716;0.687875854055164;-0.958441432885593;-0.875618297868641;0.411196197092067
-1.00958914117655;1.5478963177884;-0.470213308290113;1.03239017335;-0.896118308446603
-1.31526576296892;-1.87588739208877;-0.0377610831492348;-1.46043930726591;0.639063273411011
-1.21131279229303;-0.265356447926024;-0.670245299261296;-0.482552877656417;0.0140380507218651
-0.0866657501319423;-0.0938098310143687;1.39495568873826;-0.0604325123276794;0.604534307058202
0.269558313448215;-0.361243337465567;0.165957771969261;-1.04962055047508;0.0166392055689357
-0.0163333879754646;0.558691226615338;1.2308191799093;-0.706310174791724;1.12346924652229
-0.140491920319619;-0.384286522603361;-0.90483808889985;-0.829193140816642;0.185380031325622
0.551284529137774;-0.158515831572004;0.616332727076951;-0.613559905104921;-0.434872617915971
0.803361217549536;1.69620761880651;1.54764620674541;0.691854893375421;1.07027972262586
0.939598976401612;0.867566996021196;0.170690555023612;0.221698428504169;1.21466428026906
0.286097474599956;1.6402373148594;0.661079866404179;-0.22177573555382;-0.47089656618482
-0.973814167082309;0.187092155101709;-1.5099885786185;-0.675906903779833;0.777019977249438
-0.644231477053835;-1.14471504275571;0.135394202516181;1.26158283819677;-0.326103872794192
0.817917680251412;-0.232216734730173;-0.999200437945547;1.48096660268492;0.288408728010836
